20110101_12:00:00,7
20110102_12:00:00,7
20110103_12:00:00,7
20110104_12:00:00,7
20110105_12:00:00,7
20110106_12:00:00,7
20110107_12:00:00,7
20110108_12:00:00,7
20110109_12:00:00,7
20110110_12:00:00,7
20110111_12:00:00,7
20110112_12:00:00,7
20110113_12:00:00,7
20110114_12:00:00,7
20110115_12:00:00,7
20110116_12:00:00,7
20110117_12:00:00,7
20110118_12:00:00,7
20110119_12:00:00,7
20110120_12:00:00,7
20110121_12:00:00,7
20110122_12:00:00,7
20110123_12:00:00,7
20110124_12:00:00,7
20110125_12:00:00,7
20110126_12:00:00,7
20110127_12:00:00,7
20110128_12:00:00,7
20110129_12:00:00,7
20110130_12:00:00,7
20110131_12:00:00,7
20110201_12:00:00,7
20110202_12:00:00,2
20110203_12:00:00,2
20110204_12:00:00,6
20110205_12:00:00,3
20110206_12:00:00,3
20110207_12:00:00,0
20110208_12:00:00,0
20110209_12:00:00,0
20110210_12:00:00,7
20110211_12:00:00,7
20110212_12:00:00,7
20110213_12:00:00,6
20110214_12:00:00,3
20110215_12:00:00,2
20110216_12:00:00,2
20110217_12:00:00,6
20110218_12:00:00,3
20110219_12:00:00,2
20110220_12:00:00,2
20110221_12:00:00,6
20110222_12:00:00,6
20110223_12:00:00,6
20110224_12:00:00,6
20110225_12:00:00,0
20110226_12:00:00,6
20110227_12:00:00,7
20110228_12:00:00,7
20110301_12:00:00,7
20110302_12:00:00,3
20110303_12:00:00,3
20110304_12:00:00,3
20110305_12:00:00,2
20110306_12:00:00,2
20110307_12:00:00,3
20110308_12:00:00,3
20110309_12:00:00,2
20110310_12:00:00,2
20110311_12:00:00,3
20110312_12:00:00,6
20110313_12:00:00,7
20110314_12:00:00,7
20110315_12:00:00,7
20110316_12:00:00,3
20110317_12:00:00,3
20110318_12:00:00,3
20110319_12:00:00,0
20110320_12:00:00,0
20110321_12:00:00,7
20110322_12:00:00,7
20110323_12:00:00,7
20110324_12:00:00,7
20110325_12:00:00,7
20110326_12:00:00,7
20110327_12:00:00,7
20110328_12:00:00,6
20110329_12:00:00,6
20110330_12:00:00,6
20110331_12:00:00,6
20110401_12:00:00,6
20110402_12:00:00,6
20110403_12:00:00,6
20110404_12:00:00,6
20110405_12:00:00,6
20110406_12:00:00,2
20110407_12:00:00,2
20110408_12:00:00,2
20110409_12:00:00,2
20110410_12:00:00,2
20110411_12:00:00,3
20110412_12:00:00,3
20110413_12:00:00,2
20110414_12:00:00,3
20110415_12:00:00,1
20110416_12:00:00,3
20110417_12:00:00,1
20110418_12:00:00,3
20110419_12:00:00,3
20110420_12:00:00,3
20110421_12:00:00,6
20110422_12:00:00,4
20110423_12:00:00,3
20110424_12:00:00,3
20110425_12:00:00,3
20110426_12:00:00,5
20110427_12:00:00,5
20110428_12:00:00,5
20110429_12:00:00,5
20110430_12:00:00,0
20110501_12:00:00,3
20110502_12:00:00,5
20110503_12:00:00,3
20110504_12:00:00,4
20110505_12:00:00,4
20110506_12:00:00,5
20110507_12:00:00,5
20110508_12:00:00,5
20110509_12:00:00,5
20110510_12:00:00,1
20110511_12:00:00,1
20110512_12:00:00,1
20110513_12:00:00,3
20110514_12:00:00,3
20110515_12:00:00,2
20110516_12:00:00,2
20110517_12:00:00,2
20110518_12:00:00,2
20110519_12:00:00,1
20110520_12:00:00,5
20110521_12:00:00,5
20110522_12:00:00,4
20110523_12:00:00,4
20110524_12:00:00,4
20110525_12:00:00,4
20110526_12:00:00,4
20110527_12:00:00,5
20110528_12:00:00,4
20110529_12:00:00,1
20110530_12:00:00,1
20110531_12:00:00,5
20110601_12:00:00,5
20110602_12:00:00,1
20110603_12:00:00,1
20110604_12:00:00,5
20110605_12:00:00,5
20110606_12:00:00,5
20110607_12:00:00,5
20110608_12:00:00,5
20110609_12:00:00,5
20110610_12:00:00,5
20110611_12:00:00,5
20110612_12:00:00,5
20110613_12:00:00,5
20110614_12:00:00,5
20110615_12:00:00,5
20110616_12:00:00,5
20110617_12:00:00,5
20110618_12:00:00,5
20110619_12:00:00,5
20110620_12:00:00,5
20110621_12:00:00,5
20110622_12:00:00,5
20110623_12:00:00,5
20110624_12:00:00,5
20110625_12:00:00,5
20110626_12:00:00,5
20110627_12:00:00,5
20110628_12:00:00,5
20110629_12:00:00,5
20110630_12:00:00,5
20110701_12:00:00,5
20110702_12:00:00,5
20110703_12:00:00,5
20110704_12:00:00,1
20110705_12:00:00,5
20110706_12:00:00,5
20110707_12:00:00,1
20110708_12:00:00,1
20110709_12:00:00,5
20110710_12:00:00,5
20110711_12:00:00,5
20110712_12:00:00,5
20110713_12:00:00,5
20110714_12:00:00,9
20110715_12:00:00,9
20110716_12:00:00,9
20110717_12:00:00,9
20110718_12:00:00,9
20110719_12:00:00,5
20110720_12:00:00,9
20110721_12:00:00,9
20110722_12:00:00,5
20110723_12:00:00,5
20110724_12:00:00,5
20110725_12:00:00,5
20110726_12:00:00,5
20110727_12:00:00,5
20110728_12:00:00,5
20110729_12:00:00,5
20110730_12:00:00,5
20110731_12:00:00,5
20110801_12:00:00,5
20110802_12:00:00,9
20110803_12:00:00,9
20110804_12:00:00,9
20110805_12:00:00,5
20110806_12:00:00,5
20110807_12:00:00,5
20110808_12:00:00,5
20110809_12:00:00,5
20110810_12:00:00,5
20110811_12:00:00,5
20110812_12:00:00,5
20110813_12:00:00,5
20110814_12:00:00,1
20110815_12:00:00,1
20110816_12:00:00,1
20110817_12:00:00,5
20110818_12:00:00,1
20110819_12:00:00,1
20110820_12:00:00,1
20110821_12:00:00,4
20110822_12:00:00,4
20110823_12:00:00,4
20110824_12:00:00,4
20110825_12:00:00,4
20110826_12:00:00,4
20110827_12:00:00,9
20110828_12:00:00,9
20110829_12:00:00,9
20110830_12:00:00,9
20110831_12:00:00,9
20110901_12:00:00,9
20110902_12:00:00,9
20110903_12:00:00,9
20110904_12:00:00,9
20110905_12:00:00,9
20110906_12:00:00,1
20110907_12:00:00,1
20110908_12:00:00,1
20110909_12:00:00,4
20110910_12:00:00,4
20110911_12:00:00,4
20110912_12:00:00,4
20110913_12:00:00,4
20110914_12:00:00,1
20110915_12:00:00,1
20110916_12:00:00,1
20110917_12:00:00,1
20110918_12:00:00,1
20110919_12:00:00,1
20110920_12:00:00,1
20110921_12:00:00,1
20110922_12:00:00,1
20110923_12:00:00,4
20110924_12:00:00,4
20110925_12:00:00,4
20110926_12:00:00,4
20110927_12:00:00,4
20110928_12:00:00,4
20110929_12:00:00,1
20110930_12:00:00,1
20111001_12:00:00,4
20111002_12:00:00,4
20111003_12:00:00,4
20111004_12:00:00,4
20111005_12:00:00,2
20111006_12:00:00,2
20111007_12:00:00,3
20111008_12:00:00,2
20111009_12:00:00,2
20111010_12:00:00,2
20111011_12:00:00,2
20111012_12:00:00,8
20111013_12:00:00,2
20111014_12:00:00,2
20111015_12:00:00,2
20111016_12:00:00,2
20111017_12:00:00,2
20111018_12:00:00,2
20111019_12:00:00,4
20111020_12:00:00,6
20111021_12:00:00,6
20111022_12:00:00,3
20111023_12:00:00,6
20111024_12:00:00,7
20111025_12:00:00,7
20111026_12:00:00,6
20111027_12:00:00,6
20111028_12:00:00,6
20111029_12:00:00,0
20111030_12:00:00,0
20111031_12:00:00,6
20111101_12:00:00,6
20111102_12:00:00,0
20111103_12:00:00,6
20111104_12:00:00,6
20111105_12:00:00,6
20111106_12:00:00,7
20111107_12:00:00,7
20111108_12:00:00,8
20111109_12:00:00,3
20111110_12:00:00,8
20111111_12:00:00,2
20111112_12:00:00,2
20111113_12:00:00,6
20111114_12:00:00,6
20111115_12:00:00,6
20111116_12:00:00,6
20111117_12:00:00,6
20111118_12:00:00,2
20111119_12:00:00,2
20111120_12:00:00,7
20111121_12:00:00,7
20111122_12:00:00,7
20111123_12:00:00,7
20111124_12:00:00,7
20111125_12:00:00,6
20111126_12:00:00,6
20111127_12:00:00,6
20111128_12:00:00,0
20111129_12:00:00,7
20111130_12:00:00,7
20111201_12:00:00,7
20111202_12:00:00,0
20111203_12:00:00,0
20111204_12:00:00,6
20111205_12:00:00,6
20111206_12:00:00,7
20111207_12:00:00,7
20111208_12:00:00,7
20111209_12:00:00,7
20111210_12:00:00,7
20111211_12:00:00,7
20111212_12:00:00,6
20111213_12:00:00,7
20111214_12:00:00,7
20111215_12:00:00,7
20111216_12:00:00,7
20111217_12:00:00,7
20111218_12:00:00,7
20111219_12:00:00,7
20111220_12:00:00,7
20111221_12:00:00,7
20111222_12:00:00,7
20111223_12:00:00,7
20111224_12:00:00,7
20111225_12:00:00,7
20111226_12:00:00,7
20111227_12:00:00,2
20111228_12:00:00,2
20111229_12:00:00,2
20111230_12:00:00,2
20111231_12:00:00,2
20120101_12:00:00,2
20120102_12:00:00,7
20120103_12:00:00,2
20120104_12:00:00,2
20120105_12:00:00,2
20120106_12:00:00,2
20120107_12:00:00,2
20120108_12:00:00,2
20120109_12:00:00,2
20120110_12:00:00,7
20120111_12:00:00,2
20120112_12:00:00,2
20120113_12:00:00,7
20120114_12:00:00,3
20120115_12:00:00,0
20120116_12:00:00,0
20120117_12:00:00,3
20120118_12:00:00,6
20120119_12:00:00,7
20120120_12:00:00,7
20120121_12:00:00,7
20120122_12:00:00,7
20120123_12:00:00,7
20120124_12:00:00,7
20120125_12:00:00,6
20120126_12:00:00,3
20120127_12:00:00,3
20120128_12:00:00,7
20120129_12:00:00,7
20120130_12:00:00,2
20120131_12:00:00,6
20120201_12:00:00,7
20120202_12:00:00,7
20120203_12:00:00,2
20120204_12:00:00,2
20120205_12:00:00,2
20120206_12:00:00,7
20120207_12:00:00,7
20120208_12:00:00,3
20120209_12:00:00,6
20120210_12:00:00,6
20120211_12:00:00,6
20120212_12:00:00,2
20120213_12:00:00,2
20120214_12:00:00,6
20120215_12:00:00,7
20120216_12:00:00,7
20120217_12:00:00,7
20120218_12:00:00,3
20120219_12:00:00,3
20120220_12:00:00,3
20120221_12:00:00,0
20120222_12:00:00,0
20120223_12:00:00,0
20120224_12:00:00,0
20120225_12:00:00,0
20120226_12:00:00,0
20120227_12:00:00,0
20120228_12:00:00,0
20120229_12:00:00,0
20120301_12:00:00,0
20120302_12:00:00,0
20120303_12:00:00,0
20120304_12:00:00,0
20120305_12:00:00,0
20120306_12:00:00,0
20120307_12:00:00,0
20120308_12:00:00,0
20120309_12:00:00,0
20120310_12:00:00,7
20120311_12:00:00,7
20120312_12:00:00,2
20120313_12:00:00,2
20120314_12:00:00,6
20120315_12:00:00,6
20120316_12:00:00,2
20120317_12:00:00,2
20120318_12:00:00,3
20120319_12:00:00,3
20120320_12:00:00,3
20120321_12:00:00,3
20120322_12:00:00,2
20120323_12:00:00,2
20120324_12:00:00,3
20120325_12:00:00,3
20120326_12:00:00,2
20120327_12:00:00,2
20120328_12:00:00,2
20120329_12:00:00,2
20120330_12:00:00,2
20120331_12:00:00,2
20120401_12:00:00,2
20120402_12:00:00,2
20120403_12:00:00,2
20120404_12:00:00,2
20120405_12:00:00,2
20120406_12:00:00,2
20120407_12:00:00,2
20120408_12:00:00,2
20120409_12:00:00,2
20120410_12:00:00,2
20120411_12:00:00,1
20120412_12:00:00,3
20120413_12:00:00,3
20120414_12:00:00,3
20120415_12:00:00,3
20120416_12:00:00,4
20120417_12:00:00,5
20120418_12:00:00,4
20120419_12:00:00,4
20120420_12:00:00,4
20120421_12:00:00,4
20120422_12:00:00,5
20120423_12:00:00,5
20120424_12:00:00,1
20120425_12:00:00,1
20120426_12:00:00,1
20120427_12:00:00,1
20120428_12:00:00,1
20120429_12:00:00,5
20120430_12:00:00,5
20120501_12:00:00,4
20120502_12:00:00,9
20120503_12:00:00,9
20120504_12:00:00,9
20120505_12:00:00,5
20120506_12:00:00,5
20120507_12:00:00,5
20120508_12:00:00,1
20120509_12:00:00,1
20120510_12:00:00,3
20120511_12:00:00,9
20120512_12:00:00,5
20120513_12:00:00,5
20120514_12:00:00,1
20120515_12:00:00,1
20120516_12:00:00,5
20120517_12:00:00,5
20120518_12:00:00,5
20120519_12:00:00,4
20120520_12:00:00,5
20120521_12:00:00,5
20120522_12:00:00,4
20120523_12:00:00,5
20120524_12:00:00,5
20120525_12:00:00,5
20120526_12:00:00,5
20120527_12:00:00,5
20120528_12:00:00,4
20120529_12:00:00,4
20120530_12:00:00,4
20120531_12:00:00,5
20120601_12:00:00,5
20120602_12:00:00,5
20120603_12:00:00,5
20120604_12:00:00,5
20120605_12:00:00,5
20120606_12:00:00,5
20120607_12:00:00,5
20120608_12:00:00,5
20120609_12:00:00,9
20120610_12:00:00,9
20120611_12:00:00,5
20120612_12:00:00,5
20120613_12:00:00,9
20120614_12:00:00,5
20120615_12:00:00,5
20120616_12:00:00,5
20120617_12:00:00,5
20120618_12:00:00,1
20120619_12:00:00,5
20120620_12:00:00,5
20120621_12:00:00,1
20120622_12:00:00,1
20120623_12:00:00,5
20120624_12:00:00,5
20120625_12:00:00,5
20120626_12:00:00,5
20120627_12:00:00,5
20120628_12:00:00,5
20120629_12:00:00,5
20120630_12:00:00,5
20120701_12:00:00,5
20120702_12:00:00,5
20120703_12:00:00,5
20120704_12:00:00,5
20120705_12:00:00,5
20120706_12:00:00,5
20120707_12:00:00,5
20120708_12:00:00,5
20120709_12:00:00,5
20120710_12:00:00,5
20120711_12:00:00,5
20120712_12:00:00,5
20120713_12:00:00,5
20120714_12:00:00,5
20120715_12:00:00,1
20120716_12:00:00,1
20120717_12:00:00,1
20120718_12:00:00,5
20120719_12:00:00,5
20120720_12:00:00,5
20120721_12:00:00,5
20120722_12:00:00,5
20120723_12:00:00,5
20120724_12:00:00,5
20120725_12:00:00,5
20120726_12:00:00,5
20120727_12:00:00,5
20120728_12:00:00,5
20120729_12:00:00,9
20120730_12:00:00,9
20120731_12:00:00,9
20120801_12:00:00,9
20120802_12:00:00,9
20120803_12:00:00,9
20120804_12:00:00,9
20120805_12:00:00,9
20120806_12:00:00,9
20120807_12:00:00,9
20120808_12:00:00,9
20120809_12:00:00,9
20120810_12:00:00,1
20120811_12:00:00,1
20120812_12:00:00,9
20120813_12:00:00,5
20120814_12:00:00,5
20120815_12:00:00,5
20120816_12:00:00,5
20120817_12:00:00,5
20120818_12:00:00,5
20120819_12:00:00,9
20120820_12:00:00,5
20120821_12:00:00,4
20120822_12:00:00,4
20120823_12:00:00,4
20120824_12:00:00,4
20120825_12:00:00,1
20120826_12:00:00,5
20120827_12:00:00,1
20120828_12:00:00,1
20120829_12:00:00,1
20120830_12:00:00,1
20120831_12:00:00,4
20120901_12:00:00,4
20120902_12:00:00,1
20120903_12:00:00,4
20120904_12:00:00,4
20120905_12:00:00,4
20120906_12:00:00,4
20120907_12:00:00,4
20120908_12:00:00,4
20120909_12:00:00,4
20120910_12:00:00,1
20120911_12:00:00,1
20120912_12:00:00,1
20120913_12:00:00,4
20120914_12:00:00,4
20120915_12:00:00,4
20120916_12:00:00,1
20120917_12:00:00,1
20120918_12:00:00,1
20120919_12:00:00,1
20120920_12:00:00,4
20120921_12:00:00,4
20120922_12:00:00,4
20120923_12:00:00,4
20120924_12:00:00,4
20120925_12:00:00,4
20120926_12:00:00,4
20120927_12:00:00,8
20120928_12:00:00,1
20120929_12:00:00,1
20120930_12:00:00,6
20121001_12:00:00,6
20121002_12:00:00,4
20121003_12:00:00,9
20121004_12:00:00,1
20121005_12:00:00,4
20121006_12:00:00,8
20121007_12:00:00,6
20121008_12:00:00,4
20121009_12:00:00,4
20121010_12:00:00,4
20121011_12:00:00,8
20121012_12:00:00,8
20121013_12:00:00,8
20121014_12:00:00,8
20121015_12:00:00,8
20121016_12:00:00,8
20121017_12:00:00,2
20121018_12:00:00,2
20121019_12:00:00,2
20121020_12:00:00,6
20121021_12:00:00,6
20121022_12:00:00,6
20121023_12:00:00,3
20121024_12:00:00,3
20121025_12:00:00,6
20121026_12:00:00,6
20121027_12:00:00,6
20121028_12:00:00,7
20121029_12:00:00,7
20121030_12:00:00,7
20121031_12:00:00,3
20121101_12:00:00,3
20121102_12:00:00,7
20121103_12:00:00,6
20121104_12:00:00,6
20121105_12:00:00,6
20121106_12:00:00,6
20121107_12:00:00,3
20121108_12:00:00,3
20121109_12:00:00,6
20121110_12:00:00,7
20121111_12:00:00,2
20121112_12:00:00,2
20121113_12:00:00,3
20121114_12:00:00,3
20121115_12:00:00,2
20121116_12:00:00,2
20121117_12:00:00,2
20121118_12:00:00,3
20121119_12:00:00,2
20121120_12:00:00,3
20121121_12:00:00,2
20121122_12:00:00,2
20121123_12:00:00,3
20121124_12:00:00,3
20121125_12:00:00,2
20121126_12:00:00,2
20121127_12:00:00,3
20121128_12:00:00,2
20121129_12:00:00,6
20121130_12:00:00,7
20121201_12:00:00,6
20121202_12:00:00,2
20121203_12:00:00,6
20121204_12:00:00,7
20121205_12:00:00,2
20121206_12:00:00,2
20121207_12:00:00,2
20121208_12:00:00,3
20121209_12:00:00,3
20121210_12:00:00,3
20121211_12:00:00,6
20121212_12:00:00,2
20121213_12:00:00,2
20121214_12:00:00,2
20121215_12:00:00,2
20121216_12:00:00,7
20121217_12:00:00,7
20121218_12:00:00,6
20121219_12:00:00,6
20121220_12:00:00,7
20121221_12:00:00,7
20121222_12:00:00,7
20121223_12:00:00,6
20121224_12:00:00,6
20121225_12:00:00,7
20121226_12:00:00,7
20121227_12:00:00,0
20121228_12:00:00,7
20121229_12:00:00,7
20121230_12:00:00,7
20121231_12:00:00,7
